Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
124265.0,1.52231915425496,-2.62073961219837,0.1620819636662,-0.413442386854883,-2.01781051048422,1.46186942250595,-1.9752315719731701,0.5931683493155311,1.5903901155654199,0.443273093671239,-0.73228891627561,-0.23912785172088102,-1.24270280816712,-1.2450287986231101,-2.23638373324462,1.17154221146898,0.347289118081481,-0.189317234765074,1.31476420005246,0.46566874052403895,0.448753320915506,1.02630481011849,-0.14413468238056198,0.24810203127329897,-0.329749595594453,-0.0230303777628959,0.0245401344464796,0.00318036523477562,284.0,0
59241.0,-0.22415947358080898,1.18055950682477,1.6202625500746701,2.59766328182664,0.26874859017818103,0.37174080642169,0.747209377263937,-0.0394787779002013,-1.38365197624574,1.29439582285012,0.791407097245965,-0.38213784944669105,-0.6090241648901421,0.373066459186678,0.6106248577550191,0.14766003380869902,-0.45467809733156206,0.8459885265151359,1.1071951239000402,0.370775236847287,0.116250978286785,0.5461843690013279,-0.15783300900934602,-0.0142086891405513,-0.35486513505439704,0.22821184656543803,0.22294673717598104,-0.0143962040261118,37.33,0
46775.0,1.24907727838471,-1.18027702089974,-0.383560762120735,-0.9216138594766659,-0.350446811830846,0.9283108595855122,-0.8252730056066411,0.35289168322106196,-0.19816798130305105,0.6532880937954489,-0.667994413284579,-1.5330691313940599,-2.38997070121319,0.20179874060950498,-0.510054433256036,1.1200836806512,0.23394558584155897,-0.8163136519311259,1.50970489388219,0.0985642862715919,-0.030222104967494,-0.32444001615789,-0.279178401753687,-1.7514294988424,0.5615238752879661,-0.12565345686668197,-0.0103658795687018,-0.007555302581863,102.0,0
166573.0,2.15303801036823,0.0468450152905064,-2.21204368510149,0.24486987541972197,0.730597854837735,-1.01728996388999,0.6111153514602989,-0.41280840432052396,0.258609615633382,0.18219428965066298,-1.22466745818785,-0.193649713304356,-0.636942686739719,0.667148612435913,-0.21157708123249802,-0.508701925703802,-0.190279109264266,-0.5752694878827851,0.258236094864442,-0.24472424805063897,0.0655113741865829,0.338888626610313,-0.0250328108780041,0.5408961150872139,0.418683253087261,0.698256904497572,-0.121884758760236,-0.0825216132828562,0.76,0
49187.0,0.723977801700241,-1.2564549412258001,0.381422004368286,0.0744684123300504,-0.7772430282229409,0.722340472688123,-0.37006927283406704,0.16519079180590301,0.8867158063962859,-0.429341987233423,-0.0153067123045027,1.26621136852346,0.8497706662539009,-0.5077758238447411,-0.961102673213861,0.419555161485355,-0.562904101269912,0.206306604964497,1.1033725322323,0.57244704395928,-0.0854683487564926,-0.601467940864177,-0.325365312598156,-0.717630753089097,0.185812313874591,0.9656297077122359,-0.0860321051906636,0.0414433443796906,281.48,0
146283.0,-1.00907059644346,-1.28301191039056,3.1654024083566497,0.12539524507934102,-0.6114248483698821,0.8775832272666401,-1.1822439108259701,0.49991532239938297,0.424456030704443,0.1625848046874,-0.544608162483503,0.38421695008705,-0.7713465369547691,-1.32314821125733,-2.68094003357899,-1.7008181088155703,-0.0708908803162359,2.1616149897021897,-0.8191789833312849,-0.28171774434141306,-0.0960433209745666,0.507288642465933,-0.041525476347961,-0.025144687301715003,-0.163667939618161,-0.518674381362418,0.0647317049813812,-0.0526259536134601,50.0,0
36990.0,0.7289300071797371,-1.33456308865641,0.505620234716988,0.16240403831735997,-1.10281176377704,0.468126418092452,-0.511891018246959,0.25380973627701897,1.1537049644408899,-0.36640785182987196,-0.0345450913745704,0.366410859702192,-1.1171908767413998,-0.11169387387982499,-0.7799852792070341,0.406699782712161,-0.330008541067524,0.32459668987921697,0.992387244103266,0.40658978410555696,-0.0943962559976248,-0.6851122665246511,-0.247022577272715,-0.442450509456555,0.08129157991010699,0.9531620730407601,-0.0949477304774682,0.0379294350931235,265.65,0
58299.0,-0.693087599672507,1.1284081416204998,1.2827163163225401,0.0629766719364116,0.0174095655868759,-0.779080101921815,0.540861473366006,0.0964871942299055,-0.12345669545172,-0.221066165193886,0.21227946251386703,-0.22097969190559,-0.6127836279090371,-0.319037375233185,1.21344881893837,0.00485245780108145,0.43444242535273797,-0.62813425222776,-0.5966172375461141,0.168507898964182,-0.24961202185671502,-0.5949852389896421,0.0863606843570117,0.32715450458469897,-0.24341108092240502,0.0882243985745603,0.356915536084779,0.174417193443833,4.49,0
76526.0,-2.33359322899986,-0.8062135218314609,0.791487237200939,0.33109756162999204,1.8790054492114898,4.45639221666483,-1.45098319474837,1.6524103498397902,1.0955662712232401,-0.610129176403676,-1.50205917351721,0.43896474447136896,-0.182801859333058,-0.888502139233484,-1.52343397476987,-0.13051833490706,-0.0621533477249282,0.42416171175854706,0.8823991319293409,-0.6756739600005519,-0.14363680513116597,0.331760200314647,0.449649701791716,1.05418358909318,0.38522035791678993,-0.24023148791297802,-0.0727651507563524,0.000359392647369727,20.4,0
51806.0,1.01960888874381,-0.9080499416011558,-0.133527180087359,-0.653570222280301,-0.737066505055778,-0.632185893462902,-0.0422122094930109,-0.11751207523510498,-1.38095059730692,0.704735572908486,1.89587695137891,0.147134692244614,-0.329191169414682,0.44521314381374,0.0422094011617134,0.728817354656789,0.5215903053101311,-1.85421942028613,0.598483531980129,0.34951489222202003,0.0439109935730716,-0.391872965285818,-0.0265322758542056,0.218390012619856,0.24992043626174,-0.46819279290869503,-0.0428889178266316,0.0270418004539741,177.0,0
